1	1	1	1	1
2	4	8	16	32
3	9	27	81	243
4	16	64	256	1024
5	25	125	625	3125
6	36	216	1296	7776
7	49	343	2401	16807
8	64	512	4096	32768
9	81	729	6561	59049
10	100	1000	10000	100000
11	121	1331	14641	161051
12	144	1728	20736	248832
13	169	2197	28561	371293
14	196	2744	38416	537824
15	225	3375	50625	759375
16	256	4096	65536	1048576
17	289	4913	83521	1419857
18	324	5832	104976	1889568
19	361	6859	130321	2476099
20	400	8000	160000	3200000
21	441	9261	194481	4084101
22	484	10648	234256	5153632
23	529	12167	279841	6436343
24	576	13824	331776	7962624
25	625	15625	390625	9765625
26	676	17576	456976	11881376
27	729	19683	531441	14348907
28	784	21952	614656	17210368
29	841	24389	707281	20511149
30	900	27000	810000	24300000
31	961	29791	923521	28629151
32	1024	32768	1048576	33554432
33	1089	35937	1185921	39135393
34	1156	39304	1336336	45435424
35	1225	42875	1500625	52521875
36	1296	46656	1679616	60466176
37	1369	50653	1874161	69343957
38	1444	54872	2085136	79235168
39	1521	59319	2313441	90224199
40	1600	64000	2560000	102400000
41	1681	68921	2825761	115856201
42	1764	74088	3111696	130691232
43	1849	79507	3418801	147008443
44	1936	85184	3748096	164916224
45	2025	91125	4100625	184528125
46	2116	97336	4477456	205962976
47	2209	103823	4879681	229345007
48	2304	110592	5308416	254803968
49	2401	117649	5764801	282475249
50	2500	125000	6250000	312500000
51	2601	132651	6765201	345025251
52	2704	140608	7311616	380204032
53	2809	148877	7890481	418195493
54	2916	157464	8503056	459165024
55	3025	166375	9150625	503284375
56	3136	175616	9834496	550731776
57	3249	185193	10556001	601692057
58	3364	195112	11316496	656356768
59	3481	205379	12117361	714924299
60	3600	216000	12960000	777600000
61	3721	226981	13845841	844596301
62	3844	238328	14776336	916132832
63	3969	250047	15752961	992436543
64	4096	262144	16777216	1073741824
65	4225	274625	17850625	1160290625
66	4356	287496	18974736	1252332576
67	4489	300763	20151121	1350125107
68	4624	314432	21381376	1453933568
69	4761	328509	22667121	1564031349
70	4900	343000	24010000	1680700000
71	5041	357911	25411681	1804229351
72	5184	373248	26873856	1934917632
73	5329	389017	28398241	2073071593
74	5476	405224	29986576	2219006624
75	5625	421875	31640625	2373046875
76	5776	438976	33362176	2535525376
77	5929	456533	35153041	2706784157
78	6084	474552	37015056	2887174368
79	6241	493039	38950081	3077056399
80	6400	512000	40960000	3276800000
81	6561	531441	43046721	3486784401
82	6724	551368	45212176	3707398432
83	6889	571787	47458321	3939040643
84	7056	592704	49787136	4182119424
85	7225	614125	52200625	4437053125
86	7396	636056	54700816	4704270176
87	7569	658503	57289761	4984209207
88	7744	681472	59969536	5277319168
89	7921	704969	62742241	5584059449
90	8100	729000	65610000	5904900000
91	8281	753571	68574961	6240321451
92	8464	778688	71639296	6590815232
93	8649	804357	74805201	6956883693
94	8836	830584	78074896	7339040224
95	9025	857375	81450625	7737809375
96	9216	884736	84934656	8153726976
97	9409	912673	88529281	8587340257
98	9604	941192	92236816	9039207968
99	9801	970299	96059601	9509900499
100	10000	1000000	100000000	10000000000
101	10201	1030301	104060401	10510100501
102	10404	1061208	108243216	11040808032
103	10609	1092727	112550881	11592740743
104	10816	1124864	116985856	12166529024
105	11025	1157625	121550625	12762815625
106	11236	1191016	126247696	13382255776
107	11449	1225043	131079601	14025517307
108	11664	1259712	136048896	14693280768
109	11881	1295029	141158161	15386239549
110	12100	1331000	146410000	16105100000
111	12321	1367631	151807041	16850581551
112	12544	1404928	157351936	17623416832
113	12769	1442897	163047361	18424351793
114	12996	1481544	168896016	19254145824
115	13225	1520875	174900625	20113571875
116	13456	1560896	181063936	21003416576
117	13689	1601613	187388721	21924480357
118	13924	1643032	193877776	22877577568
119	14161	1685159	200533921	23863536599
120	14400	1728000	207360000	24883200000
121	14641	1771561	214358881	25937424601
122	14884	1815848	221533456	27027081632
123	15129	1860867	228886641	28153056843
124	15376	1906624	236421376	29316250624
125	15625	1953125	244140625	30517578125
126	15876	2000376	252047376	31757969376
127	16129	2048383	260144641	33038369407
128	16384	2097152	268435456	34359738368
129	16641	2146689	276922881	35723051649
130	16900	2197000	285610000	37129300000
131	17161	2248091	294499921	38579489651
132	17424	2299968	303595776	40074642432
133	17689	2352637	312900721	41615795893
134	17956	2406104	322417936	43204003424
135	18225	2460375	332150625	44840334375
136	18496	2515456	342102016	46525874176
137	18769	2571353	352275361	48261724457
138	19044	2628072	362673936	50049003168
139	19321	2685619	373301041	51888844699
140	19600	2744000	384160000	53782400000
141	19881	2803221	395254161	55730836701
142	20164	2863288	406586896	57735339232
143	20449	2924207	418161601	59797108943
144	20736	2985984	429981696	61917364224
145	21025	3048625	442050625	64097340625
146	21316	3112136	454371856	66338290976
147	21609	3176523	466948881	68641485507
148	21904	3241792	479785216	71008211968
149	22201	3307949	492884401	73439775749
150	22500	3375000	506250000	75937500000
151	22801	3442951	519885601	78502725751
152	23104	3511808	533794816	81136812032
153	23409	3581577	547981281	83841135993
154	23716	3652264	562448656	86617093024
155	24025	3723875	577200625	89466096875
156	24336	3796416	592240896	92389579776
157	24649	3869893	607573201	95388992557
158	24964	3944312	623201296	98465804768
159	25281	4019679	639128961	101621504799
160	25600	4096000	655360000	104857600000
161	25921	4173281	671898241	108175616801
162	26244	4251528	688747536	111577100832
163	26569	4330747	705911761	115063617043
164	26896	4410944	723394816	118636749824
165	27225	4492125	741200625	122298103125
166	27556	4574296	759333136	126049300576
167	27889	4657463	777796321	129891985607
168	28224	4741632	796594176	133827821568
169	28561	4826809	815730721	137858491849
170	28900	4913000	835210000	141985700000
171	29241	5000211	855036081	146211169851
172	29584	5088448	875213056	150536645632
173	29929	5177717	895745041	154963892093
174	30276	5268024	916636176	159494694624
175	30625	5359375	937890625	164130859375
176	30976	5451776	959512576	168874213376
177	31329	5545233	981506241	173726604657
178	31684	5639752	1003875856	178689902368
179	32041	5735339	1026625681	183765996899
180	32400	5832000	1049760000	188956800000
181	32761	5929741	1073283121	194264244901
182	33124	6028568	1097199376	199690286432
183	33489	6128487	1121513121	205236901143
184	33856	6229504	1146228736	210906087424
185	34225	6331625	1171350625	216699865625
186	34596	6434856	1196883216	222620278176
187	34969	6539203	1222830961	228669389707
188	35344	6644672	1249198336	234849287168
189	35721	6751269	1275989841	241162079949
190	36100	6859000	1303210000	247609900000
191	36481	6967871	1330863361	254194901951
192	36864	7077888	1358954496	260919263232
193	37249	7189057	1387488001	267785184193
194	37636	7301384	1416468496	274794888224
195	38025	7414875	1445900625	281950621875
196	38416	7529536	1475789056	289254654976
197	38809	7645373	1506138481	296709280757
198	39204	7762392	1536953616	304316815968
199	39601	7880599	1568239201	312079600999
200	40000	8000000	1600000000	320000000000
201	40401	8120601	1632240801	328080401001
202	40804	8242408	1664966416	336323216032
203	41209	8365427	1698181681	344730881243
204	41616	8489664	1731891456	353305857024
205	42025	8615125	1766100625	362050628125
206	42436	8741816	1800814096	370967703776
207	42849	8869743	1836036801	380059617807
208	43264	8998912	1871773696	389328928768
209	43681	9129329	1908029761	398778220049
210	44100	9261000	1944810000	408410100000
211	44521	9393931	1982119441	418227202051
212	44944	9528128	2019963136	428232184832
213	45369	9663597	2058346161	438427732293
214	45796	9800344	2097273616	448816553824
215	46225	9938375	2136750625	459401384375
216	46656	10077696	2176782336	470184984576
217	47089	10218313	2217373921	481170140857
218	47524	10360232	2258530576	492359665568
219	47961	10503459	2300257521	503756397099
220	48400	10648000	2342560000	515363200000
221	48841	10793861	2385443281	527182965101
222	49284	10941048	2428912656	539218609632
223	49729	11089567	2472973441	551473077343
224	50176	11239424	2517630976	563949338624
225	50625	11390625	2562890625	576650390625
226	51076	11543176	2608757776	589579257376
227	51529	11697083	2655237841	602738989907
228	51984	11852352	2702336256	616132666368
229	52441	12008989	2750058481	629763392149
230	52900	12167000	2798410000	643634300000
231	53361	12326391	2847396321	657748550151
232	53824	12487168	2897022976	672109330432
233	54289	12649337	2947295521	686719856393
234	54756	12812904	2998219536	701583371424
235	55225	12977875	3049800625	716703146875
236	55696	13144256	3102044416	732082482176
237	56169	13312053	3154956561	747724704957
238	56644	13481272	3208542736	763633171168
239	57121	13651919	3262808641	779811265199
240	57600	13824000	3317760000	796262400000
241	58081	13997521	3373402561	812990017201
242	58564	14172488	3429742096	829997587232
243	59049	14348907	3486784401	847288609443
244	59536	14526784	3544535296	864866612224
245	60025	14706125	3603000625	882735153125
246	60516	14886936	3662186256	900897818976
247	61009	15069223	3722098081	919358226007
248	61504	15252992	3782742016	938120019968
249	62001	15438249	3844124001	957186876249
250	62500	15625000	3906250000	976562500000
251	63001	15813251	3969126001	996250626251
252	63504	16003008	4032758016	1016255020032
253	64009	16194277	4097152081	1036579476493
254	64516	16387064	4162314256	1057227821024
255	65025	16581375	4228250625	1078203909375
256	65536	16777216	4294967296	1099511627776
257	66049	16974593	4362470401	1121154893057
258	66564	17173512	4430766096	1143137652768
